<MinenergoGov>|2012-07-24|11:52:54|0|0|0|1|0|0|0|0|0|0|0|0|0|1|0|0|Это - официальный твиттер Министерства энергетики Российской Федерации. Мы заставляем страну двигаться вперед! |Российской Федерацией
<MinenergoGov>|2012-07-24|12:03:08|0|1|0|0|0|0|0|0|0|0|0|0|0|2|0|0|Министерство надеется на более активное сотрудничество со стороны саморегулирующихся организаций: http://t.co/QdCEF86q 
<MinenergoGov>|2012-07-24|15:16:37|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|Кстати, совсем недавно мы начали выпуск своего отраслевого журнала. Называется "Твой ТЭК". Первый номер можно скачать: http://t.co/eUwpi8uV 
<MinenergoGov>|2012-07-25|12:09:37|0|0|0|0|0|1|0|0|0|0|0|0|0|3|0|0|Пока все отдыхают - мы работаем! http://t.co/JJP1d8s3 
<MinenergoGov>|2012-07-25|12:10:54|0|1|0|0|0|1|0|0|0|0|0|0|0|5|0|0|И, кстати, еще немного похвалы в свой адрес: именно мы первыми разработали дорожную карту Национальной предпринимательской инициативы 
<MinenergoGov>|2012-07-25|12:12:23|0|0|0|0|0|1|0|0|0|0|1|0|0|6|0|0|Чтобы не продираться через бюрократические языковые изыски: мы сделаем процедуру подключения к энергосетям для бизнеса проще и быстрее 
<MinenergoGov>|2012-07-25|12:14:35|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|0|И будем стимулировать переход легковых и грузовых автомобилей на сжиженный газ: http://t.co/jn0mqaKT 
<MinenergoGov>|2012-07-25|13:07:12|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|Министерство начинает подготовку к зимнему отопительному сезону. С юга страны: http://t.co/jalg1zFe 
<MinenergoGov>|2012-07-25|13:47:00|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|0|На сайте Министерства опубликован Проект программы по модернизации энергетики страны до 2020 года: http://t.co/pPfa98VD Ждем вашу критику! 
<MinenergoGov>|2012-07-26|11:59:09|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0|RT: У Правительства России сегодня появился официальный твиттер: https://t.co/6ZIOtCfA Фолловите его! |России
<MinenergoGov>|2012-07-26|12:53:58|0|0|0|0|0|0|0|0|0|0|0|0|0|3|0|0|Готовь сани зимой, а к отопительному сезону - летом! Проводим проверку 73 электроэнергетических компаний. Список тут: http://t.co/ZwyulRzk 
<MinenergoGov>|2012-07-26|12:56:05|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|0|Остальные компании, в особенности те, которые наиболее близки конечному потребителю, находятся в компетенции региональных властей. 
<MinenergoGov>|2012-07-26|21:38:51|0|0|0|1|0|0|0|0|0|0|0|0|0|2|0|0|Наш руководитель принял участие во встрече Председателя Правительства РФ Д.А. Медведева с Президентом Вьетнама Ч. Шанго #WhenTwitterWasDown |Вьетнама
<MinenergoGov>|2012-07-26|21:40:33|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|0|По итогам встречи с вьетнамскими коллегами передаем СП "Газпромвьет" лицензию на разработку Северо-Пуровского месторождения 
<MinenergoGov>|2012-07-26|21:43:52|0|0|0|1|0|0|0|0|0|0|0|0|0|3|1|0|RT @novakav1: Вылетаю из Махачкалы. +35 жары. Под руководством Хлопонина А. Г. провели совещание по неплатежам в энергетике СКФО. Огромный пласт работы |Махачкалы
<MinenergoGov>|2012-07-27|11:59:48|0|0|0|1|0|0|0|0|0|0|0|0|0|2|0|0|Интересная новость: Мексика установила рекорд по энергосбережению. http://t.co/IzEBXNwc  А как налажена утилизация энергосберегающих ламп? |Мексика
<MinenergoGov>|2012-07-27|12:30:14|0|0|0|1|0|0|1|0|0|0|0|0|0|5|0|1|@AndreyRomanchuk В том-то и вопрос, во сколько встала им эта экономия. С учетом вероятных закупок ламп в Китае. |Китае
<MinenergoGov>|2012-07-27|21:02:14|0|0|0|0|0|0|0|0|0|0|2|0|1|1|0|0|Наше министерство до сентября  завершит оценку эффективности системы пошлин “60/66”. 
<MinenergoGov>|2012-07-27|21:04:45|0|0|0|0|0|1|0|0|0|0|0|1|0|6|0|0|У нас есть своя оценка событий на шахте "Зиминка". Мы ее выработали по итогам общения министра с Тулеевым и селектора с Ростехнадзором. 
<MinenergoGov>|2012-07-27|21:06:32|0|1|1|0|0|0|0|0|0|0|0|0|0|2|0|0|И приятная новость: ТНК-BP направила в Минприроды доработанную программу  минимизации влияния компании на окружающую среду 
<MinenergoGov>|2012-07-28|02:34:22|0|1|0|0|0|0|1|0|0|0|0|0|0|1|0|0|Дмитрий Анатольевич поприветствовал наших спортсменов. Дай Господь им удачи. А энергию дадим мы! 
<MinenergoGov>|2012-07-28|02:44:27|0|0|0|1|0|0|0|0|0|0|0|0|0|1|1|0|RT @MedvedevRussia: Флаг России на месте. Пожелаем нашей сборной удачи!  @ Olympic Stadium http://t.co/h0BtJSuo |России
<MinenergoGov>|2012-07-30|12:23:59|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|0|Вчера, в воскресенье, наша "Зарубежнефть" и вьетнамская "Петровьетнам" запустили в эксплуатацию Западно-Хоседаюское месторождение в НАО 
<MinenergoGov>|2012-07-30|12:24:51|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|Максимум годового объема добычи на Западно-Хоседаюском месторождении составит 1,5 млн. т нефти. 
<MinenergoGov>|2012-07-30|12:25:08|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|Капитальные вложения СП в обустройство Западно-Хоседаюского месторождения составили более 6 млрд. руб. 
<MinenergoGov>|2012-07-30|12:30:35|0|0|0|0|0|0|0|0|0|0|0|0|1|3|0|0|Из актуального: "Транснефтепродукт" с 1 августа повысит тарифы на транспортировку нефтепродуктов в  среднем на 4%. Вина грузоотправителей 
